title,registration_number,registration_date,language,periodicity,publisher,owner,publication_state,publication_district
AAPKA ADHIKAR TIMES,DELBIL/2002/08802,2009-07-02,"English, HINDI",Fortnightly,LAKHAN SINGH,LAKHAN SINGH,Delhi,New Delhi
AAPKA ANGARA,TELURD/2014/59671,2015-01-20,Urdu,Daily,SYED MOHAMMED QUADRI,SYED MOHAMMED QUADRI,Telangana,Hyderabad
AAPKA FAISLA,HPHIN/2007/25050,2012-07-12,Hindi,Daily,SURESH THAKUR,M/S. AAPKA FAISLA PRAKASHAN PRIVATE LTD.,Himachal Pradesh,Shimla
AAPKA HAK,HARBIL/2023/86635,2024-02-29,"English, HINDI",Monthly,SIDHARTH NARULA,SIDHARTH NARULA,Haryana,Faridabad
AAPKA HAMDARD,38546,1987-09-10,Hindi,Weekly,DR. TALAT KHAN,DR. TALAT KHAN,Madhya Pradesh,Bhopal
AAPKA HAMRAHI,56069,1993-01-22,Hindi,Weekly,DILIP KUMAR,DILIP KUMAR,Uttar Pradesh,Meerut
AAPKA HAMRAHI,UPHIN/2019/78862,2020-08-04,Hindi,Quarterly,DILIP KUMAR,DILIP KUMAR,Uttar Pradesh,Meerut
AAPKA KADAM,UPHIN/2001/06537,2002-04-30,Hindi,Weekly,MOHAMMAD MUJAMMIL KHAN,MOHAMMAD MUJAMMIL KHAN,Uttar Pradesh,Ghaziabad
AAPKA KHABARIYA,UAHIN/25/A4613,2025-12-03,Hindi,Fortnightly,TARA CHANDRA JOSHI,TARA CHANDRA JOSHI,Uttarakhand,Nainital
AAPKA METRO,UPHIN/2014/60057,2015-02-05,Hindi,Daily,RAMASHANKAR PRASAD SINGH,MAA SHITLA CHIKITSA SHIKSHA AWAM DHARMIK TRUST,Uttar Pradesh,Lucknow
AAPKA NASEEB,MPHIN/2003/11259,2003-11-20,Hindi,Daily,HASIB MOHAMMAD,HASIB MOHAMMAD,Madhya Pradesh,Bhopal
AAPKA NEWS STAR,MPBIL/25/A2249,2025-08-21,"English, Hindi",Weekly,Rajesh Kumar Patel,Rajesh Kumar Patel,Madhya Pradesh,Panna
AAPKA PRAHAR TIMES,MAHHIN/2015/60803,2015-03-19,Hindi,Weekly,MOHAMMED WASIM SYED,MOHAMMED WASIM SYED,Maharashtra,Thane
AAPKA RAJ,RAJHIN/2002/9430,2003-03-24,Hindi,Daily,DAULAT RAM TAK,DAULAT RAM TAK,Rajasthan,Jodhpur
AAPKA RAJGARH,MPHIN/26/A6352,2026-08-03,Hindi,Bimonthly (Once in two months),babu verma,babu verma,Madhya Pradesh,Rajgarh
AAPKA REHBAR,UPHIN/2010/31903,2010-05-14,Hindi,Weekly,ASHRAF ALI,ASHRAF ALI,Uttar Pradesh,Moradabad
AAPKA SAMAY,MAHHIN/2017/75131,2018-05-09,Hindi,Weekly,ANIL PRASAD S NAUTIYAL,ANIL PRASAD S NAUTIYAL,Maharashtra,Thane
AAPKA SAPNA,MPHIN/2013/57021,2014-09-06,Hindi,Weekly,YOGESH D. PARMAR,YOGESH D. PARMAR,Madhya Pradesh,Indore
AAPKA SATHI,UPHIN/2003/09869,2003-05-14,Hindi,Daily,MAMTA CHANDANI,MAMTA CHANDANI,Uttar Pradesh,Lucknow
AAPKA SATHI,56857,1993-08-27,Hindi,Weekly,MAMTA CHANDANI,MAMTA CHANDANI,Uttar Pradesh,Lucknow
AAPKA SHAHAR,MAHHIN/2010/33451,2010-08-31,Hindi,Weekly,SINGH OMPRAKASH BHAGWATI,SINGH OMPRAKASH BHAGWATI,Maharashtra,Thane
AAPKA VIEW,UAHIN/25/A2663,2025-09-18,Hindi,Weekly,Rahul kumar verma,Rahul kumar verma,Uttarakhand,Haridwar
AAPKA VIEW,UAHIN/26/A1488,2026-03-13,Hindi,Monthly,Rahul kumar verma,Rahul kumar verma,Uttarakhand,Haridwar
AAPKA VIEW,DELHIN/2014/54250,2014-01-28,Hindi,Weekly,RAHUL KUMAR VERMA,RAHUL KUMAR VERMA,Delhi,New Delhi
AAPKI AWAAZ JANTA TAK,UPHIN/25/A5231,2025-12-17,Hindi,Daily,RAJWALA,RAJWALA,Uttar Pradesh,Budaun
AAPKI BAAT,MPHIN/2001/06837,2002-06-19,Hindi,Monthly,JITENDER RICHHARIA,JITENDER RICHARIA,Madhya Pradesh,Chhatarpur
AAPKI BAAT,UPURD/2016/67420,2016-06-06,Urdu,Daily,SHABIHUL HASAN,SHABIHUL HASAN,Uttar Pradesh,Lucknow
AAPKI BAAT HAMARA SATH,MAHHIN/2023/89389,2024-10-10,HINDI,Daily,RAKESH DASHRATH LAHORI,RAKESH DASHRATH LAHORI,Maharashtra,Thane
AAPKI BAAT KHABRON KE SATH,MPHIN/25/A3291,2025-10-16,Hindi,Quarterly,MINI KUSHWAH,MINI KUSHWAH,Madhya Pradesh,Gwalior
AAPKI CHAHAT NEWS,MPHIN/2021/83392,2023-02-23,Hindi,Weekly,ANIL KUMAR,ANIL KUMAR,Madhya Pradesh,Raisen
AAPKI CHHAYA,MPHIN/25/A4302,2025-11-25,Hindi,Daily,JUHI MISHRA,JUHI MISHRA,Madhya Pradesh,Jabalpur
AAPKI CHHAYA,MPHIN/2015/70749,2017-03-20,Hindi,Monthly,JUHI MISHRA,JUHI MISHRA,Madhya Pradesh,Bhopal
AAPKI DASTAK,UPHIN/2013/52048,2013-09-17,Hindi,Weekly,ARCHANA YADAV,ARCHANA YADAV,Uttar Pradesh,Lucknow
AAPKI DRISHTI,UPHIN/2016/68638,2016-09-07,Hindi,Weekly,REENA DEVI,REENA DEVI,Uttar Pradesh,Lucknow
AAPKI DRISHTI,UPHIN/2024/90720,2025-05-19,Hindi,Monthly,REENA DEVI,REENA DEVI,Uttar Pradesh,Lucknow
AAPKI JUNG,MAHHIN/2012/42373,2012-05-18,Hindi,Weekly,MUNNA HAKIM MIYAN,MUNNA HAKIM MIYAN,Maharashtra,Thane
AAPKI KHABAR,DELHIN/2001/05619,2012-10-03,Hindi,Weekly,RAM PRAKASH,RAM PRAKASH,Delhi,New Delhi
AAPKI NEWS,DELHIN/2007/22271,2007-12-26,Hindi,Fortnightly,SHYAM SUNDER,SHYAM SUNDER,Delhi,New Delhi
AAPKI NIRBHAYA,MPBIL/2016/67108,2016-05-30,"English, HINDI",Monthly,NADIYA,NADIYA,Madhya Pradesh,Bhopal
AAPKI PATRIKA,RAJHIN/2009/27175,2009-03-05,Hindi,Weekly,MUKESH MITTAL,MUKESH MITTAL,Rajasthan,Hanumangarh
AAPKI PEHCHAN,HRHIN/25/A2938,2025-09-30,Hindi,Monthly,preeta,preeta,Haryana,Faridabad
AAPKI SEHAT,DELHIN/2013/53582,2013-12-17,Hindi,Monthly,TARUN KUMAR,TARUN KUMAR,Delhi,New Delhi
AAPKI TAKAT,UPURD/2013/48902,2013-04-01,Urdu,Daily,SAYED MANZAR MEHDI,SAYED MANZAR MEHDI,Uttar Pradesh,Faizabad
AAPKI TAKAT,UPBIL/2006/21594,2007-10-31,"Hindi, Urdu",Weekly,SYED MANZOR MEHDI,SAYED MANZAR MEHDI,Uttar Pradesh,Faizabad
AAPKI TALASH,GUJHIN/2013/50672,2013-07-05,Hindi,Daily,RAJENDRA DINKAR CHAUDHARI,RAJENDRA DINKAR CHAUDHARI,Gujarat,Surat
AAPKI TALASH,GUJHIN/2014/55479,2014-04-30,Hindi,Weekly,RAJENDRA DINKAR CHAUDHARI,RAJENDRA DINKAR CHAUDHARI,Gujarat,Surat
AAPKI TALASH,DNHHIN/2013/52586,2013-10-15,Hindi,Daily,RAJENDRA DINKAR CHAUDHARI,RAJENDRA DINKAR CHAUDHARI,Dadra & Nagar Haveli,Dadra & Nagar Haveli
AAPKI TALASH,MPHIN/2014/55608,2014-05-14,Hindi,Daily,RAJENDRA DINKAR CHAUDHARI,RAJENDRA DINKAR CHAUDHARI,Madhya Pradesh,Indore
AAPKI TALASH,GUJHIN/2013/52410,2013-10-04,Hindi,Daily,RAJENDRA DINKAR CHAUDHARI,RAJENDRA DINKAR CHAUDHARI,Gujarat,Navsari
AAPKI TALASH,GUJHIN/2015/62607,2015-06-15,Hindi,Daily,RAJENDRA DINKAR CHAUDHARI,RAJENDRA DINKAR CHAUDHARI,Gujarat,Bharuch
AAPKI TALASH,GUJHIN/2014/55467,2014-04-29,Hindi,Monthly,RAJENDRA DINKAR CHAUDHARI,RAJENDRA DINKAR CHAUDHARI,Gujarat,Surat
AAPKI TALASH,DDHIN/2013/52948,2013-11-05,Hindi,Daily,RAJENDRA DINKAR CHAUDHARI,RAJENDRA DINKAR CHAUDHARI,Daman & Diu,Daman & Diu
AAPKI TALASH,GUJHIN/2013/52409,2013-10-04,Hindi,Daily,RAJENDRA DINKAR CHAUDHARI,RAJENDRA DINKAR CHAUDHARI,Gujarat,Valsad
AAPKI TALASH,MAHHIN/2014/60712,2015-03-11,Hindi,Daily,RAJENDRA DINKAR CHAUDHARI,RAJENDRA DINKAR CHAUDHARI,Maharashtra,Buldhana
AAPL PHALTAN,MHMAR/25/A2491,2025-09-11,Marathi,Weekly,Popat Maruti Mind,Popat Maruti Mind,Maharashtra,Satara
AAPLA AWAJ,MAHMAR/2023/88012,2024-07-16,MARATHI,Weekly,AMOL MANIK SONAWANE,AMOL MANIK SONAWANE,Maharashtra,Nashik
AAPLA BALIRAJA,MAHMAR/2014/56844,2014-09-02,Marathi,Daily,SANKET SURESHRAO YERANDE,SANKET SURESHRAO YERANDE,Maharashtra,Beed
AAPLA BHAGWA,MAHMAR/2016/67068,2016-05-28,Marathi,Weekly,AMAR SHANTARAM SHINDE,AMAR SHANTARAM SHINDE,Maharashtra,Thane
AAPLA CAREER,MAHMAR/2012/47707,2013-01-29,Marathi,Weekly,MAHADEV B. TARAL,MAHADEV B. TARAL,Maharashtra,Kolhapur
AAPLA GOURAV MANDAL,MHBIL/26/A2382,2026-04-10,"Marathi, Hindi",Weekly,vilas ramniklal pujara,vilas ramniklal pujara,Maharashtra,Thane
AAPLA JANADESH,MAHMAR/2012/43177,2012-06-21,Marathi,Weekly,YOGITA PRAVIN SHIRKE,YOGITA PRAVIN SHIRKE,Maharashtra,Pune
AAPLA JANTACHE URJA,MAHBIL/2021/79667,2021-03-12,"Marathi, Hindi",Weekly,SHRIKANT BHAGWAN RANDIVE,SHRIKANT BHAGWAN RANDIVE,Maharashtra,Thane
AAPLA JILHA AAPLA MAHARASHTRA,MAHMAR/2023/87611,2024-06-24,MARATHI,Weekly,KURBAN SHAH MISKIN SHAH,KURBAN SHAH MISKIN SHAH,Maharashtra,Buldhana
AAPLA JOURNALIST,MHBIL/25/A3498,2025-10-27,"English, Marathi",Weekly,Pratik chandrakant Thakur,Pratik chandrakant Thakur,Maharashtra,Palghar
AAPLA KHANDESH,MAHMAR/1993/09809,2003-05-09,Marathi,Weekly,ASHOK VITHOBA SHRIRAM,ASHOK VITHOBA SHRIRAM,Maharashtra,Dhule
AAPLA MAHANAGAR,49802,2010-03-17,Marathi,Daily,SANJAY BHASKAR SAWANT,AKSHAR COMMUNICATIONS PVT. LTD.,Maharashtra,Mumbai
AAPLA MAHANAGAR,MAHMAR/2020/83543,2023-03-06,Marathi,Daily,SANJAY BHASKAR SAWANT,M/S AKSHAR COMMUNICATIONS PVT LTD,Maharashtra,Thane
AAPLA MAHANAGAR,62169,1995-09-13,Marathi,Daily,NIKHIL MANGESH WAGLE,M/S AKSHAR COMMUNICATIONS PVT LTD,Maharashtra,Chhatrapati Sambhaji Nagar
AAPLA MAHANAGAR,MAHMAR/2021/83542,2023-03-03,Marathi,Daily,SANJAY BHASKAR SAWANT,M/S AKSHAR COMMUNICATIONS PVT LTD,Maharashtra,Thane
AAPLA MAHANAGAR,MAHMAR/2022/90680,2025-04-30,Marathi,Daily,SANJAY BHASKAR SAWANT,M/S AKSHAR COMMUNICATIONS PVT LTD,Maharashtra,Palghar
AAPLA MAHANAGAR,MAHMAR/2020/79376,2021-01-29,Marathi,Daily,SANJAY BHASKAR SAWANT,M/S AKSHAR COMMUNICATIONS PVT LTD,Maharashtra,Nashik
AAPLA MAHARASHTRA DISHA PARIVARTANACHI,MHMAR/25/A4752,2025-12-05,Marathi,Weekly,VAIBHAV JITENDRA MUNDE,VAIBHAV JITENDRA MUNDE,Maharashtra,Amravati
AAPLA MAHARASHTRA MARATHI ADHYAPAK,MAHMAR/2023/88884,2024-09-10,MARATHI,Quarterly,VIJAYKUMAR NARAYAN LANDGE,VIJAYKUMAR NARAYAN LANDGE,Maharashtra,Satara
AAPLA MARATHA MAVALA,MHMAR/25/A2954,2025-09-30,Marathi,Weekly,desale Ramesh Ragho,desale Ramesh Ragho,Maharashtra,Nashik
AAPLA MARATHWADA CONNECT WARTA,MHMAR/26/A3991,2026-05-20,Marathi,Weekly,GAJANAN RUKHMAJI DANGATE,GAJANAN RUKHMAJI DANGATE,Maharashtra,Nanded
AAPLA NAGARSEVAK,MHMAR/26/A3936,2026-05-20,Marathi,Weekly,Prakash Barku Bhoi,Prakash Barku Bhoi,Maharashtra,Nandurbar
AAPLA NAVAPUR,MAHMAR/2024/91025,2025-07-08,Marathi,Weekly,HEMANT VIKRAM PATIL,HEMANT VIKRAM PATIL,Maharashtra,Nandurbar
AAPLA NETA,69209,1998-10-21,Marathi,Twice a week,SHEELA VASANT UMBARE,SHEELA VASANT UMBARE,Maharashtra,Dharashiv
AAPLA NIRBHID JYOT,MHMAR/26/A3365,2026-05-11,Marathi,Weekly (monday to friday),Yogeshwar Prabhakar Gholap,Yogeshwar Prabhakar Gholap,Maharashtra,Nashik
AAPLA RAJSTAMBH,MAHMAR/2023/89334,2024-10-01,MARATHI,Daily,BAPU SHAMRAO JADHAV,BAPU SHAMRAO JADHAV,Maharashtra,Pune
AAPLA SANJ SAHAYADRI TIMES,MAHMAR/2003/10715,2003-09-09,Marathi,Daily,ARCHANA SANDEEP KALE,ARCHANA SANDEEP KALE,Maharashtra,Chhatrapati Sambhaji Nagar
AAPLA SANJ SAHAYADRI TIMES,MAHMAR/2007/20939,2007-08-24,Marathi,Daily,ARCHANA SANDEEP KALE,ARCHANA SANDEEP KALE,Maharashtra,Mumbai
AAPLA TATKAL ACTION NEWS,MAHMAR/2023/89376,2024-10-10,MARATHI,Weekly,MANGAL NILESH SHINDE,MANGAL NILESH SHINDE,Maharashtra,Mumbai
AAPLA UPNAGAR,MAHMAR/2012/43641,2012-06-30,Marathi,Daily,ANITA ARUN GHAIWAT,ANITA ARUN GHAIWAT,Maharashtra,Thane
AAPLA VARTAHAR,59909,1994-01-01,Marathi,Daily,PRAVIN MURLIDHAR SHINGOTE,SHREE AMBIKA PRINTERS & PUBLICATIONS,Maharashtra,Mumbai
AAPLA VIDHARBH,MAHMAR/2023/88006,2024-07-16,MARATHI,Daily,DEVIDAS MADHAVRAO KHANPATE,DEVIDAS MADHAVRAO KHANPATE,Maharashtra,Buldhana
AAPLA VRUTTA PRAHAR,MAHHIN/2016/71352,2017-04-28,Hindi,Weekly,RAMESH GANPATI JADHAV,RAMESH GANPATI JADHAV,Maharashtra,Thane
AAPLA YASH,MPMAR/2003/13600,2004-11-05,Marathi,Fortnightly,SMT APARNA PATIL,AJAY PATIL,Madhya Pradesh,Gwalior
AAPLA ZILLA AAPLI BATMI,MAHMAR/2015/65817,2016-02-01,Marathi,Weekly,LUKMAN SHAH USMAN SHAH,LUKMAN SHAH USMAN SHAH,Maharashtra,Buldhana
AAPLA ZILLA AAPLI PRAGATI,MAHMAR/2016/69773,2016-12-27,Marathi,Weekly,HANIF KHAN BILAN KHAN,HANIF KHAN BILAN KHAN,Maharashtra,Buldhana
AAPLE LATUR SHAHAR,MAHBIL/2023/88363,2024-08-02,BILINGUAL,Daily,SANJAY RAMRAO UDARE,SANJAY RAMRAO UDARE,Maharashtra,Latur
AAPLE NAGAR CHAUFER,MAHMAR/2006/18381,2012-07-26,Marathi,Weekly,ABHAY RAMLAL LALWANI,ABHAY RAMLAL LALWANI,Maharashtra,Ahilyanagar
AAPLE NAVNAGAR,MHMAR/25/A3503,2025-10-27,Marathi,Daily,Bhausaheb Kisan Gund,Bhausaheb Kisan Gund,Maharashtra,Palghar
AAPLE PALGHAR,MHMAR/25/A3428,2025-10-24,Marathi,Weekly,VIKAS SHIVRAM PATIL,VIKAS SHIVRAM PATIL,Maharashtra,Palghar
AAPLE PARYAVARAN,MAHMAR/2004/14361,2005-04-15,Marathi,Monthly,VIDYADHAR A. WALAVALKAR,VIDYADHAR A. WALAVALKAR,Maharashtra,Thane
AAPLE RAIGAD,MAHMAR/2021/81366,2022-05-05,Marathi,Weekly,SUNIL JANU WARGADA,SUNIL JANU WARGADA,Maharashtra,Raigad
AAPLE SAMRAJYA,MAHMAR/2021/81699,2022-07-18,Marathi,Daily,SEEMA PRAMOD MORE,SEEMA PRAMOD MORE,Maharashtra,Mumbai
AAPLE SAMRAJYA,MAHMAR/2021/81685,2022-07-18,Marathi,Daily,SEEMA PRAMOD MORE,SEEMA PRAMOD MORE,Maharashtra,Palghar
AAPLE SAMRAJYA,MAHMAR/2021/81491,2022-05-17,Marathi,Daily,SEEMA PRAMOD MORE,SEEMA PRAMOD MORE,Maharashtra,Thane
AAPLE SAMRAJYA,MAHMAR/2016/67569,2016-06-24,Marathi,Daily,SEEMA PRAMOD MORE,SEEMA PRAMOD MORE,Maharashtra,Raigad
AAPLE SOLAPUR,MAHMAR/2003/09580,2003-04-09,Marathi,Weekly,P.P.KULKARNI,P.P.KULKARNI,Maharashtra,Solapur
AAPLE TAILCHITRA,MAHMAR/2013/52414,2013-10-04,Marathi,Monthly,LAXMAN BABURAO RAUT,LAXMAN BABURAO RAUT,Maharashtra,Jalna
AAPLE VANGMAYVRUTA,MAHMAR/2008/31756,2010-04-01,Marathi,Monthly,RAJAN VASANT BAWDEKAR,LOKVANGMAY GRIHA PVT. LTD.,Maharashtra,Mumbai
AAPLI BATAAMI,MAHMAR/2023/88688,2024-08-28,MARATHI,Weekly,DATTATRAY MAHADEV HIPPARKAR,DATTATRAY MAHADEV HIPPARKAR,Maharashtra,Sangli
AAPLI CHALWAL,MAHMAR/2015/61953,2015-05-19,Marathi,Weekly,GAIKWAD GORAKSH VILAS,GAIKWAD GORAKSH VILAS,Maharashtra,Pune
AAPLI MAHAWARTA,MHMAR/25/A1579,2025-07-03,Marathi,Weekly,Sanjay Pandurang Dudhane,Sanjay Pandurang Dudhane,Maharashtra,Pune
AAPLI MANAS AAPLA ROJGAR,MHBIL/26/A2612,2026-04-15,"Marathi, English",Monthly,Govind Guja Borse,Govind Guja Borse,Maharashtra,Nashik
AAPLI MARATHWADA BHOOMI,MAHMAR/2011/37354,2011-05-20,Marathi,Weekly,SHAIKH EFROZ MUZAMIL AHEMAD,SHAIKH EFROZ MUZAMIL AHEMAD,Maharashtra,Chhatrapati Sambhaji Nagar
AAPLYA LOKANCHA SATYAWADI,MHMAR/25/A4846,2025-12-05,Marathi,Daily,Shaikh Rehan Shaikh Feroz,Shaikh Rehan Shaikh Feroz,Maharashtra,Beed
AAPLYASATHI AAPANCH,MHMAR/25/A2634,2025-09-18,Marathi,Weekly,chinmay sanjay jagadle,chinmay sanjay jagadle,Maharashtra,Dharashiv
AAPNA ANDAJ,KARHIN/2009/31610,2010-03-30,Hindi,Weekly,SURENDRA K. MEHTA,SURENDRA K. MEHTA,Karnataka,Dharwad
AAPNI ARAS PARAS,GUJGUJ/2009/32382,2010-05-20,Gujarati,Fortnightly,M. N. LAXMIDHAR,M.N. LAXMIDHAR,Gujarat,Rajkot
AAPNI CITY,RAJHIN/2012/44749,2012-08-21,Hindi,Fortnightly,HARSH KUMAR,HARSH KUMAR,Rajasthan,Ganganagar
AAPNI HCG,GUJBIL/2015/69953,2017-01-18,"English, Gujarati",Monthly,DR. BHARAT GADHAVI,HCG MEDI- SURGE HOSPITALS PRIVATE LIMITED,Gujarat,Ahmedabad
AAPNO ADHIKAR,GUJGUJ/2009/30932,2010-02-12,Gujarati,Weekly,SONAL MUKESHBHAI PANDEY,S.M. PANDE,Gujarat,Navsari
AAPNO AGRANI PRADESH,RJHIN/26/A4749,2026-06-05,Hindi,Fortnightly,LOKESH KUMAR SHARMA,LOKESH KUMAR SHARMA,Rajasthan,Jaipur
AAPNO GRAMIN RAJASTHAN,RAJHIN/2017/74402,2018-01-18,Hindi,Weekly,PRADEEP KUMAR PRAJAPATI,PRADEEP KUMAR PRAJAPATI,Rajasthan,Jodhpur
AAPNU AHMEDABAD,GUJGUJ/2015/61858,2015-05-07,Gujarati,Fortnightly,TEJAS PRAVINCHANDRA PATEL,TEJAS PRAVINCHANDRA PATEL,Gujarat,Ahmedabad
AAPNU AMRELI,GUJGUJ/2009/31749,2010-04-01,Gujarati,Weekly,VIRAL JAYANTBHAI KAMDAR,VIRAL JAYANTBHAI KAMDAR,Gujarat,Amreli
AAPNU BHARUCH,GUJGUJ/2015/64453,2015-10-28,Gujarati,Fortnightly,"VASIMAKRAM GULAMALI MALEK,","VASIMAKRAM GULAMALI MALEK,",Gujarat,Bharuch
AAPNU GUJARAT,48879,2005-12-12,Gujarati,Weekly,DEVEN RATILAL VARMA,DEVEN RATILAL VARMA,Gujarat,Ahmedabad
AAPNU GUJARAT,GUJGUJ/2008/25225,2008-08-28,Gujarati,Daily,DEVEN RATILAL VARMA,DEVEN RATILAL VARMA,Gujarat,Ahmedabad
AAPNU MAHANAGAR,GUJGUJ/2012/46332,2012-11-12,Gujarati,Weekly,PATEL SUCHITA BHUPENDRABHAI,PATEL SUCHITA BHUPENDRABHAI,Gujarat,Surat
AAPNU SANDESH,GJGUJ/25/A3640,2025-10-30,Gujarati,Fortnightly,Ektodawala Firdosbanu,Ektodawala Firdosbanu,Gujarat,Ahmedabad
AAPNU VICHAR VALONUN,GUJGUJ/2013/49313,2013-04-23,Gujarati,Monthly,PRATIKSHA LAHERI,VICHAR VALONUN PARIVAR,Gujarat,Ahmedabad
AAPRI CHITTHI,RAJHIN/2016/70481,2017-02-27,Hindi,Fortnightly,MAYA GAUTAM,MAYA GAUTAM,Rajasthan,Kota
AAPSI PREM,MPHIN/2023/88566,2024-08-20,HINDI,Weekly,KIRAN THAKUR,KIRAN THAKUR,Madhya Pradesh,Bhopal
AAPSI VICHAR PARCHAR,43099,1987-03-05,BILINGUAL,Weekly,PARAMJIT KAUR,PARAMJIT KAUR,Delhi,
AAPTAK JALNA,MHHIN/26/A4235,2026-05-25,Hindi,Weekly,Syed Quadeer Syed Karim,Syed Quadeer Syed Karim,Maharashtra,Jalna
AAPTHA BANDHU,KARKAN/2023/88160,2024-07-29,KANNADA,Monthly,AMBARISH G,AMBARISH G,Karnataka,Bengaluru
AAPTUDU,APTEL/2010/35428,2011-01-24,Telugu,Weekly,RONANKI GOPALA RAO,RONANKI GOPALA RAO,Andhra Pradesh,Visakhapatnam
AARAAM PAARVAI,TNTAM/2018/77424,2019-05-30,Tamil,Daily,S. RAJESH KANNAN,S.RAJESH KANNAN,Tamil Nadu,Ramanathapuram
AARADHYA DARPAN TIMES,GUJHIN/2023/85399,2023-11-30,Hindi,Weekly,YADAV VINODKUMAR KAMLAPRASAD,YADAV VINODKUMAR KAMLAPRASAD,Gujarat,Surat
AARADHYA DARPAN TIMES,GUJGUJ/2022/83342,2023-02-24,Gujarati,Fortnightly,YADAV VINODKUMAR KAMLAPRASAD,YADAV VINODKUMAR KAMLAPRASAD,Gujarat,Surat
AARADHYA EXPRESS,MPBIL/2016/71107,2017-04-11,"English, HINDI",Monthly,GAURAV,GAURAV,Madhya Pradesh,Ratlam
AARADHYA KALYAN,KNKAN/26/A3304,2026-05-08,Kannada,Daily,VANITA ASHTAGI,VANITA ASHTAGI,Karnataka,Kalaburagi
AARADHYA NEWS,TGTEL/26/A4522,2026-06-02,Telugu,Monthly,GOGIREDDY BRAHMA REDDY,GOGIREDDY BRAHMA REDDY,Telangana,Rangareddy
AARAKSHAKA LAHARI,KARKAN/2021/80425,2021-09-29,Kannada,Monthly,DR. D.C.RAJAPPA,DR.D.C.RAJAPPA,Karnataka,Bengaluru
AARAKSHAKARE NAMMA RAKSHAKARU,KNKAN/26/A3686,2026-05-13,Kannada,Monthly,R PRAMILA,R PRAMILA,Karnataka,Bengaluru
AARAM VIRAL,TNTAM/2017/74328,2018-01-01,Tamil,Fortnightly,N RAMACHANDRAN,N RAMACHANDRAN,Tamil Nadu,Kanniyakumari
AARAMBAM MALAR,TNTAM/2021/82375,2022-10-17,Tamil,Weekly,MOORTHYGOVINDHAN,MOORTHYGOVINDHAN,Tamil Nadu,Coimbatore
AARAMBH AUR ANTH,55811,1992-07-16,Hindi,Weekly,RAJEEV VASHISHT,RAJEEV VASHISHT,Uttar Pradesh,Meerut
AARAMBH EK DASTAK,UPHIN/2016/70266,2017-01-31,Hindi,Quarterly,MEENAKSHI SHARMA,MEENAKSHI SHARMA,Uttar Pradesh,Ghaziabad
AARAMBH NEW NAGPUR YASHOGATHA,MHBIL/25/A0577,2025-05-28,"English, Marathi",Annual,Yash Sudesh Rajapure,Yash Sudesh Rajapure,Maharashtra,Nagpur
AARAMBH SHAKTI,MPHIN/2023/87215,2024-05-08,Hindi,Quarterly,SHADAB,SHADAB,Madhya Pradesh,Bhopal
AARAMBH THI AGRESAR GUJARAT,GJGUJ/26/A5577,2026-06-29,Gujarati,Fortnightly,Kayasth Jaydeep,Kayasth Jaydeep,Gujarat,Ahmedabad
AARAMBHA,KARKAN/2011/42220,2012-05-15,Kannada,Daily,RANJITH M.J.,RANJITH M.J.,Karnataka,Ramanagara
AARAMYA NEWS,MPHIN/26/A2732,2026-04-17,Hindi,Monthly,Kishan Swaroop Saxena,Kishan Swaroop Saxena,Madhya Pradesh,Vidisha
AARANI AGARATHAMIZH,TNTAM/26/A1794,2026-03-20,Tamil,Monthly,K KUMARESAN,K KUMARESAN,Tamil Nadu,Tiruvannamalai
AARAS PAARAS,72393,2012-06-18,Gujarati,Weekly,VASANT AMARSHI PURANI,MAHESH N. MANEK,Maharashtra,Mumbai
AARASA,71036,1999-06-29,Marathi,Weekly,CHANDRASHEKHAR VISHRAM BHISE,CHANDRASHEKHAR VISHRAM BHISE,Maharashtra,Ratnagiri
AARASA,20750,1972-02-22,Marathi,Weekly,C V BHISE,CHANDRASHEKHAR VISHRAM BHISE,Maharashtra,Ratnagiri
AARAV SEHER,HARHIN/2018/76547,2018-12-14,Hindi,Monthly,DEEPAK SHARMA,DEEPAK SHARMA,Haryana,Fatehabad
AARAV SOCH,UPHIN/2021/84383,2023-05-19,Hindi,Monthly,SUNEETA TIWARI,SUNEETA TIWARI,Uttar Pradesh,Lucknow
AARINI SAHITYA WARIDHI,MPBIL/2022/87375,2024-05-27,"English, HINDI",Half Yearly,MEENU PANDEY,MEENU PANDEY,Madhya Pradesh,Bhopal
AARNA TIMES,UTTHIN/2023/86846,2024-04-09,Hindi,Fortnightly,ASHA BHATT,ASHA BHATT,Uttarakhand,Dehradun
AAROGYA CHIKITSA,MAHMAR/2018/77651,2019-06-25,Marathi,Monthly,DR. JAYANT B. JAHAGIRDAR,DR.JAYANT B. JAHAGIRDAR,Maharashtra,Jalgaon
AAROGYA DARSHAN,MAHMAR/2017/74343,2018-01-01,Marathi,Weekly,PARAMESHWAR SHRIRAM JAMDHADE,PARAMESHWAR SHRIRAM JAMDHADE,Maharashtra,Washim
AAROGYA DARSHINI,TELTEL/2015/61261,2015-04-15,Telugu,Fortnightly,DR. PAVUSHETTY SREEDHAR,PAVUSHETTY SREEDHAR,Telangana,Warangal
AAROGYA GANGA,UTTHIN/2010/35665,2011-02-08,Hindi,Weekly,SAROJNI SAKLANI,SAROJNI SAKLANI,Uttarakhand,Dehradun
AAROGYA HARIVILLU,TELTEL/2016/69804,2016-12-29,Telugu,Monthly,P. NARESH,P.NARESH,Telangana,Hyderabad
